A2ML1,ABCC8,AVPR1A,BCL11A,C1orf64,CCDC74B,CD79B,CDC25C,CDCA8,CDK1,CEP55,CKS1B,CPB1,CYP4Z2P,E2F5,ESR1,FAM72B,FGF1,FLJ33360,FLT3,FOXA1,FOXC1,GDF5,GUSBP3,HTR7,IGFN1,IQGAP3,LOC145837,LRRC31,MIA,MLPH,MMP23B,MUCL1,MYBL2,NCAPG,NUF2,OIP5,OVGP1,PALM2,PAMR1,PHEX,POC1A,RUNX1T1,SLIT3,SYT13,TFAP2B,TPX2,TTK,UBE2T,UCKL1AS,subtype
-0.552378641,0.772681972,0.469207566,-0.64388741,1.124915609,1.814960307,-0.292145775,-0.079251229,-0.007502654,-0.471808518,-0.358096974,0.138820246,2.264062027,-1.664186261,-1.904206495,0.623511413,-0.520720969,-0.403974803,-1.357823036,1.599279108,0.789183362,-0.630214661,-0.924005811,-0.328351013,-0.627007941,0.090688015,0.001571403,1.632412538,0.810055178,-0.440611522,0.99719772,-0.507442433,0.403450247,-0.307749412,0.137340773,-0.685751815,0.163364506,-1.806237766,-1.70349625,0.987632139,-1.254616076,-0.468341522,0.186002499,0.214308423,1.435491389,-0.986525621,-0.470287928,0.117234477,-0.078503071,0.943186498,LumA
-0.885759214,0.906740801,0.206361628,-0.068490519,1.096618959,0.749778328,0.257436184,-0.809805025,-0.770839549,-0.863365027,-0.781693481,-0.881326373,-0.376438243,0.953290885,0.950024343,0.693042559,-0.686240312,0.763308228,1.773962194,-1.105375666,0.674511377,-0.475501363,0.083045474,0.259475491,0.924834942,0.245888221,-1.288560727,0.02715144,-0.808477336,-0.255042741,0.436528117,0.532347141,0.288828348,-1.313728421,-0.588864827,-0.956578544,-0.253770123,0.651270147,-0.224896501,-0.832480035,0.305851291,-0.517890728,0.76004715,0.313990127,0.001058901,0.970991822,-0.927521055,-0.430086034,-1.186536891,-0.505926134,LumA
2.174222817,-1.519960122,-0.932987616,1.852819504,-1.559749539,-1.333180226,1.353656619,1.083707653,0.87728196,0.90633549,0.952262225,-0.240292188,-1.064425136,0.113283219,-1.516263371,-0.539455601,1.559654123,-0.089093356,-0.438716046,-0.507336986,-1.388620399,2.660255418,2.795056841,-0.807994234,-1.127727548,-0.460460798,1.113675905,-1.356632501,-0.256075771,1.145641184,-0.386674866,0.428305242,-0.266630609,0.524737569,1.590002706,0.815364279,0.575310432,-0.049258243,-0.228169314,0.698729779,1.719557191,0.052986016,-1.007778623,-0.387117158,-0.201120256,-0.380966289,1.031881775,1.16443861,1.003298887,0.456715258,Basal
2.317747097,-0.280243883,-0.967795618,1.357948693,-0.62020806,-1.208856722,1.86519974,0.113888153,0.763088672,0.691878746,0.775280652,1.476199852,-0.713294575,-1.188160233,2.393787129,-1.446266747,1.104937414,-0.0653065,-1.357823036,0.339707993,-1.161426762,2.257010018,2.618704081,-0.524764877,0.231238835,-0.410527346,0.155432727,-1.09053464,-0.69624973,0.94286735,-0.958252939,-0.468230029,0.303162008,0.716832337,0.707924918,0.871997696,0.837061949,-1.335850656,0.894405358,0.014293328,0.179533915,0.518149467,-0.506485359,-0.585267708,-1.475593843,-0.32198977,1.087998884,0.29092534,0.763889434,-0.12988999,Basal
-0.896435069,-0.631820377,-0.037364421,-0.409202299,-0.413326288,1.017911939,-1.247871574,1.15068027,0.184611763,0.986324397,0.756577796,0.895431869,2.590512484,-1.41249683,0.450206945,0.494292856,0.16181558,0.495529466,-1.357823036,1.97979364,0.576893746,-0.572210075,-0.514633337,1.19074324,-0.956556876,-0.178697798,1.199962488,0.392290583,-0.480155223,-0.173999636,0.777696967,-0.128724886,-0.288687862,0.930334567,0.569186133,0.670658921,0.98985071,-0.412860446,-0.63990335,-0.609044915,-1.633450372,0.871234361,-0.031329923,-0.589891727,1.539971929,-0.931849734,0.667081432,-0.096048224,1.11067464,0.861334603,LumB
3.096124909,-1.856648478,-0.559064232,1.959443842,-1.722278083,-1.055843179,0.299890244,0.846230998,2.319121572,0.630654804,1.209156001,1.676703085,-1.179740791,-1.928576327,0.703187479,-2.115390748,1.26445745,-0.587282751,-0.675945375,-0.271119038,-2.945200826,1.862950397,3.374030055,-0.840894971,-1.483686616,-1.083385156,1.634046874,-1.529235392,-1.237503686,1.887418094,-2.791606037,-2.538305047,-1.047637412,1.288136831,1.14244476,1.469623481,0.79147549,-1.84811103,3.089822183,0.24762704,-0.942534385,0.801590893,-1.57635869,-1.842394231,-0.426647019,-0.471807734,1.628116277,0.797847511,1.553468458,-0.243387573,Basal
1.792920849,-1.856648478,-1.947252169,2.368449388,-1.839635578,-0.768994202,0.233378883,-0.039269899,2.028944309,2.475847554,0.90457767,1.549026314,-1.14626018,-1.113505276,0.399472109,-2.717983598,1.87400243,-0.415200943,-1.357823036,-1.090469499,-2.156066268,1.469406832,2.634958944,-0.474458588,-2.104324731,-1.083385156,-0.076760753,-1.530820052,-1.237503686,2.323024783,-3.134106234,1.69650864,-1.708407312,0.800344335,0.630281345,1.232071639,0.77998622,-0.928839296,1.76952695,-0.693899744,-0.844497019,-0.625476157,-1.338945568,-0.724291469,0.478823202,-1.908697063,1.45773002,0.639846748,1.387683094,-0.718536895,Basal
-0.611845554,0.249301611,-0.090802058,-1.063451792,1.061179994,0.529667112,-0.430942248,0.70824096,0.165494202,0.386018461,0.201133882,-0.331325265,0.320561916,0.347160782,-0.400691549,0.653480118,0.201503303,0.072311844,1.247671164,1.508253744,0.786254462,-0.586195167,-1.066248366,0.697585953,-0.487777023,-1.083385156,0.148008597,0.329696493,-1.0831281,-0.728713117,0.3907469,0.067337131,-1.708407312,-0.057385135,0.453514761,0.019705171,0.582352243,1.039042439,-1.295746507,0.32551872,-1.450455142,-0.170422242,0.11739893,0.49523648,1.311471126,0.446591224,0.213605099,0.416812723,-0.547878509,-0.370527137,LumA
1.055956959,-0.811658591,0.288304007,-0.61966185,-0.759455931,-0.504048373,-1.041884475,-0.417381271,-0.178621893,-0.143983712,-0.03350195,0.165093083,-0.681902876,0.782513798,-1.772117559,-1.393548075,-0.419886462,0.272576758,-0.79993127,-1.533133788,0.482946507,0.008816282,-0.819124433,-0.008400188,-0.556113241,1.379371502,-0.412210259,0.440330818,1.440552627,-1.406186974,-0.09240385,1.177306207,0.737483765,0.266188085,0.183893486,-0.411766543,0.035500048,-0.062353742,1.057049908,0.160792493,2.302419974,1.179512795,0.5951879,0.486140051,1.097840524,0.81556543,0.030461395,0.149274539,-0.084274081,-0.68624159,Her2
-0.0334601,0.375785198,-1.206619131,-0.121324553,0.690651987,-0.059558427,1.050874263,0.612643578,0.432542631,0.985459652,0.640573717,1.685921624,-0.941701581,-0.15500997,-1.273786532,-0.408049547,0.20511827,-0.639566731,0.394451263,-0.34923387,0.62787143,-0.35056444,-0.967318769,1.448784075,-1.725751987,-1.083385156,-0.342287067,1.547299588,2.098512022,-0.838088095,0.906708953,-1.458925422,0.607935905,0.711222895,1.180974025,-0.458703966,0.961776123,-0.301952882,-1.510400315,-0.143196687,0.700003926,0.759280614,-0.591021811,-0.522274936,0.52496252,-1.2347803,0.651271591,-0.116577326,-0.424851079,0.463397045,Her2
-1.030153156,-0.00100931,0.232415102,-0.378322679,0.405041191,-0.41494472,-0.079026393,0.474731324,0.264751896,1.282586013,0.536162318,-0.14983527,-0.89971059,0.886999761,-0.047727716,0.353636816,0.808279372,-0.36480107,-0.460200966,-0.457038854,0.622236079,-0.11142454,-0.566098734,0.794307045,0.470745725,0.327978087,0.073009724,0.972443137,-1.237503686,-0.585957681,-0.131828951,-0.492714178,1.753467832,-0.298934575,0.672404446,0.78972866,0.387219962,0.914473521,0.35339523,0.020095951,-0.109098934,-0.1162551,-0.631775756,-0.520000828,0.899497045,1.04820202,0.2334848,0.702387189,0.983712431,1.463994701,LumB
-0.686666507,0.628981925,-1.057722125,0.139379128,0.444787353,0.787877466,0.414516206,0.222242225,-0.309799085,-0.579123365,-0.525108843,-0.239024639,0.313927688,0.223561911,-0.059816876,0.025324806,-0.190451424,0.370550343,-0.115726076,1.217583486,0.517240586,0.134166049,1.234289898,1.201639398,0.403647482,2.200998234,0.138917824,0.255884674,0.013596145,0.788586521,0.404962268,1.429323002,-0.17854375,-0.196648118,-0.596971852,-0.399720005,-0.189374618,0.399464708,-1.034775288,0.52799613,-1.891269793,0.345912933,-0.245699619,0.115763773,0.962313225,0.972852915,-0.461130743,-0.321868341,-0.21490875,-1.014669999,LumA
0.531520559,-0.849042903,1.050928418,0.938543689,-1.172946868,0.521954736,1.781876571,-0.003800081,0.159946696,3.240800927,0.32548469,-0.980195209,-1.054406097,0.119292788,0.21407196,-0.523830624,0.419631955,0.046719385,-1.357823036,0.71248435,-0.122112265,0.071568574,-0.437810353,-1.08344062,0.652067791,0.458059885,0.302778998,-0.277436991,-0.986933009,-0.506508867,-0.493998753,0.381351064,-0.673611797,1.589444,0.108924396,-0.004240995,0.58624377,-0.137046592,-0.544066864,0.27991693,1.030231956,-0.68076658,1.035975712,0.668978279,0.183003465,-0.81022481,0.928883009,0.434262459,0.20480103,-0.168681478,Normal
1.936595071,-1.856648478,-0.17211411,1.279892983,-1.839635578,-1.32150883,0.698222538,0.452173765,2.617065344,1.418350969,1.804556017,2.503145144,-0.557380536,-1.928576327,1.065565002,-1.396298071,1.927688536,-0.649850817,-0.513286624,-0.508640257,-2.153100294,2.095381582,-0.092206957,-1.35329742,0.183040344,-1.083385156,2.425853159,-1.978987066,-1.237503686,0.889823973,-2.994056937,-1.350351753,0.145373284,1.330035928,1.642489426,1.43252896,1.374277982,-2.111152731,0.975798781,-1.294505359,-1.080694016,0.55721471,-0.068001889,-0.004081683,-1.727664611,-1.908697063,1.752403543,1.306236047,1.173893425,1.516520974,Basal
0.069339991,0.563100274,1.914194878,0.515911266,0.774778637,0.236596818,1.780404831,-2.615421005,-1.801736949,-2.603145369,-1.907342654,-1.747869079,1.659902382,1.211237702,-0.556265164,0.311105629,-1.561985313,0.288827185,0.098675526,0.165965619,0.239736608,0.683455022,0.233490484,-0.064791344,-0.238366334,2.552352569,-2.250061432,-0.423851282,1.235167339,0.678115469,0.808060307,1.875954165,1.280788726,-0.935835197,-1.995224779,-1.680839882,-2.034977612,-0.431533659,-0.33375309,1.786141332,-0.533063412,-1.827013195,1.002068957,1.663142193,-0.78839595,1.005245988,-2.340232103,-2.443184395,-2.605680586,0.893351501,LumA
-0.808239309,-0.306773627,0.837668125,0.447219054,0.750189448,0.088776275,0.305550785,-2.136189538,-1.914991428,-2.303251824,-2.202724127,-1.152581896,0.697919922,0.033981687,0.255194922,0.171949587,-1.645437213,1.098679343,0.325251915,-0.151910429,0.12606564,0.183346093,-0.462417715,0.46904965,0.277704162,1.166107733,-2.261424898,-0.192282339,-0.853349591,1.213232462,0.454179225,1.343848774,1.141242841,-1.50141577,-1.560872091,-2.397094679,-1.782491636,0.794997296,0.042833787,1.289982931,0.274743281,-1.091388462,1.008981985,0.7160523,0.08455439,0.923710007,-1.974257761,-1.982232747,-2.042919722,-0.3977183,LumA
-0.714975517,1.639768446,-1.558200961,-0.951448423,0.271981509,1.58004133,-0.786254428,0.098253431,0.061969196,0.179690318,-0.060860673,-0.315653748,-0.289032767,0.810950831,-1.461961243,0.710605033,0.113128896,-0.319818006,-1.357823036,-1.473142574,0.6342112,-1.236218082,1.226337519,-0.134484304,0.544694096,0.313113329,0.124827127,1.702721423,-0.627516583,-0.27759531,0.560773017,-0.91926708,-0.413141941,-1.24046224,-0.199476877,-0.041335516,-0.178070658,1.600289683,0.108930369,-0.107425223,0.798394793,-0.981930897,-1.078949889,-0.004839718,1.551868091,0.811541446,-0.298336339,-0.570417106,-0.122834917,-0.268537078,LumA
-0.662795774,-0.130050771,-2.206526259,1.075689045,1.024132646,0.934412613,2.864681524,0.064572661,-0.744638249,-1.119588952,-1.29934526,-0.395739809,0.134203926,-0.473052479,-1.235933589,-0.125643719,-1.014125517,0.775397917,-1.357823036,0.429837358,-0.054302676,-0.054348853,0.221336848,-0.010947342,0.883651641,1.27659232,-1.214849714,0.966354704,0.69942456,1.59629399,0.531182718,2.038153785,1.389155937,3.12E-04,-0.957441958,-1.378794991,0.29493518,1.080511521,-1.771371535,1.71855784,-0.407217369,1.276988689,-1.540147592,0.249102265,-0.447409712,0.791496974,-1.004457064,-1.513289413,-0.920895576,-0.138242224,LumA
-0.512644067,0.07362814,-1.584184399,-1.555971767,-0.573755756,0.86818901,-0.877672171,-0.799537446,-1.250912227,-0.842178776,-0.927993095,-0.147761099,1.093826689,1.331522017,-0.491756614,0.769011196,-0.953517133,-0.340621692,-0.513376144,1.026532039,0.665242707,-0.801441719,0.441402686,2.091515896,0.013520305,-1.083385156,-1.338332707,0.362390541,0.466420759,-0.490798462,0.198388481,1.225959799,0.537310051,-0.498756636,-1.486738777,-1.127947885,0.012150886,-0.739035389,-0.969532483,-2.238762788,-0.498656067,0.273024429,-0.669435297,0.95741089,-1.323222914,0.559438832,-0.345531063,-0.610742127,-0.280663282,0.322244287,LumA
0.815480318,0.700602396,0.751523573,-0.350869701,1.067695311,0.076642136,-0.788292223,0.373066736,-0.182889206,0.250772352,-0.403617562,0.184336784,-0.02735791,0.234280008,0.973905388,0.653042619,0.233499608,-0.167440821,-1.357823036,-1.852394562,0.509491978,-0.675163054,-0.436359919,2.090313074,0.352312787,-0.371939649,-0.298499846,-0.254876429,-1.237503686,-1.223707131,0.342947186,0.436487606,-0.562306778,-0.196819835,0.525725791,0.141786545,0.08747973,2.297503779,-1.60744632,0.297529598,0.885179073,-0.23731991,-0.990265619,-1.304492048,-0.606618155,-1.25756611,0.417098103,-0.296573556,0.183290904,-0.650976601,LumA
