A2ML1,ABCC8,AVPR1A,BCL11A,C1orf64,CCDC74B,CD79B,CDC25C,CDCA8,CDK1,CEP55,CKS1B,CPB1,CYP4Z2P,E2F5,ESR1,FAM72B,FGF1,FLJ33360,FLT3,FOXA1,FOXC1,GDF5,GUSBP3,HTR7,IGFN1,IQGAP3,LOC145837,LRRC31,MIA,MLPH,MMP23B,MUCL1,MYBL2,NCAPG,NUF2,OIP5,OVGP1,PALM2,PAMR1,PHEX,POC1A,RUNX1T1,SLIT3,SYT13,TFAP2B,TPX2,TTK,UBE2T,UCKL1AS,subtype
-0.716025109,0.269895775,-1.21831518,-1.164458033,0.068507329,1.23128768,0.069619422,0.476287018,0.018954685,0.198022911,-0.053750497,-0.155020699,1.05611023,0.107738307,0.168787156,0.779042431,0.019139752,-0.787233647,2.30159603,-0.682423358,0.320930157,-1.294274272,0.0142749,1.434350204,-0.027167805,-0.817032966,0.114145469,0.876029055,-0.37885603,-1.159835864,0.186621076,-1.248890446,0.161839224,0.62599372,0.281344945,0.110127656,-0.270726062,0.677703655,-1.535729038,-1.632764147,-0.693257884,-0.715338696,-0.341033563,-0.604976638,0.55700989,-1.798288995,-0.019942256,-0.60817599,0.353360805,1.061695421,LumB
0.072248861,-0.84871497,-0.775476155,-0.903475439,1.256148822,0.553009904,-0.725177187,1.521324311,0.454049887,0.956923069,0.643510529,-0.268984892,0.78851679,0.432378951,-0.909129906,0.77944868,-0.163300714,-0.71728616,-0.053419807,-0.619621966,0.628761222,-1.188070147,-0.892396354,1.067418541,-0.617269205,-0.766371445,0.256113033,1.728117693,1.175358542,-0.54211469,0.146981242,-0.472635917,-0.096095588,0.54980834,1.028528518,-0.586808608,0.318932929,-0.66094741,0.124084914,-0.904022963,2.119837161,1.339268421,0.737003725,0.117128237,-0.062757891,-1.037429022,0.709188831,0.090546645,0.176907818,0.395279935,LumB
-0.734318007,0.249203231,0.739267234,-0.399440355,1.068567655,-0.062797625,0.601144254,0.081218584,-0.036093649,0.709519542,0.316287831,-0.318995469,0.641441943,1.240573073,1.620477261,0.930417205,-0.177376011,-0.853177406,0.302603228,0.020813763,0.424887559,-1.091567857,-0.892596414,0.301928056,0.196823131,-1.083385156,0.138993581,-0.630023955,-0.746852356,-0.6060856,0.201480646,-0.688398548,-0.759708528,0.144840973,0.43420834,0.221190855,0.631830229,-0.209880203,-0.258051515,-1.014477599,1.074419471,1.338769185,0.461470193,0.332182986,-0.234279416,0.671531944,1.207668424,-0.01715782,-0.033559149,0.83841236,LumB
-0.30716384,1.104188994,0.350566207,-1.228568108,-0.566368095,-0.344453602,-0.858596147,0.21088566,-0.361348223,-0.380923825,-0.183897645,-0.345729233,0.910795484,-0.877738106,0.818331773,0.374386785,0.415632417,0.28647205,-0.368352931,1.116213405,0.5156093,-0.999710062,-0.943461631,1.585056806,0.789235417,-1.083385156,0.595729142,1.693046654,-0.41458474,-0.697624451,0.125164301,-0.691608552,-0.807495293,0.086857659,0.371023689,0.182774154,-0.33104473,-0.451904436,-0.394798157,-0.238769301,0.033656198,-0.003926926,0.533168166,0.3812279,1.130165841,0.901804443,0.087439436,0.041570074,0.250444469,0.348136213,LumB
-1.030153156,0.228051581,-0.303992315,-1.240043373,0.199795064,0.452594766,-1.488444581,-0.808093762,-0.293497951,0.18029564,-0.205923735,-0.561788751,-0.740566476,0.616569148,0.590223198,0.552667769,-0.294054842,0.502908887,-1.357823036,-0.927479115,0.517685482,-0.980874053,-0.814523056,1.126569114,0.508215101,-1.083385156,-0.579025934,-0.019596045,-1.237503686,-0.007695199,0.333971318,-0.815791653,0.302261712,-0.332877423,-0.189196835,-0.170468521,-0.188911341,-1.078629177,-0.71133604,-1.648943226,0.603144893,-0.162933697,0.136952922,-0.614148871,1.43362914,0.963522301,-0.158239233,-0.141652157,-0.322984018,0.381637953,LumA
-0.925043962,1.168791707,-0.135205022,-1.057475092,0.733533134,1.340237847,-1.172926007,-0.279080094,-0.411190435,-0.330422721,-0.403694847,-0.210101472,-0.168649567,0.433865855,-0.109560796,0.507574086,0.282417034,0.539962998,1.307291819,1.804870177,0.687376291,-1.051057537,0.091447988,0.395323697,0.397622671,-0.065361605,0.685879303,-0.066635441,1.017820292,-0.641392493,0.911132467,-0.135270777,-0.609264323,-1.490196886,-0.266338942,0.042255701,-0.562961207,0.268913895,-1.087709472,-1.166096725,-0.87896328,-0.093290229,1.218150451,0.290642625,-0.015840319,0.977530797,-0.441172775,0.203236749,-0.510891584,2.015149355,LumA
0.79061997,0.309837961,-0.286623332,-1.434445522,1.005513559,-0.995172487,-0.771027572,1.021246548,1.314254779,1.49669686,1.41388272,0.13052356,-0.664263178,1.647148307,1.111246172,0.582417724,1.236076113,-0.582415473,-1.357823036,-1.470658213,0.441089194,-0.392674531,-0.785664422,-1.175279668,-0.657957315,-0.550256069,0.675879453,1.049882994,0.465324787,-1.613179035,0.439362602,-1.080837288,-0.57145189,0.356912223,1.12656502,0.832846449,0.167997276,-0.440344828,-0.482808353,-1.534187822,1.063166383,1.434123324,0.088232537,0.264414588,-2.076127642,0.783650205,0.924187016,0.343421185,1.352707279,-1.264216196,LumB
1.821739661,-1.692747786,0.396650041,0.126788212,0.719820981,-2.095625733,0.131489139,0.844364165,0.446112685,0.579894276,0.896153657,0.134326208,-1.094695011,1.254946475,-0.081319726,-1.582641543,0.233345779,-0.391414087,-0.910399569,-0.379331295,0.194690873,-0.729555254,-1.246302234,0.205065455,-0.67107985,-0.780144098,0.822165134,-0.609048054,1.05978039,-1.310263824,0.072339819,-0.001205899,1.656662317,0.962388522,0.382223085,-0.119931827,0.702804268,0.656928696,0.384486948,-0.896581952,0.135640983,0.288625564,0.717383894,0.777983823,-1.834257554,1.40877616,0.736660386,0.523344096,0.535147603,0.177750636,Her2
-0.79708364,-1.5122865,-1.43108522,-1.499193112,0.70324645,-0.687962836,-0.646439057,0.169970914,-0.488684833,-0.654356175,-0.195876747,-0.861967441,-1.05989916,-0.086519468,0.286210554,0.528605305,-1.231408112,-3.535832307,0.701506584,-1.892877431,0.123025517,-0.978603411,-1.276061137,1.727626667,-0.893007495,-1.083385156,0.49497308,-0.039904721,-0.720392443,-1.355036818,0.727191608,-0.4637612,-1.604091433,-1.110586486,-0.284893165,-0.766331398,-0.19456332,0.139898973,-1.499799249,-0.367246201,0.616224397,-1.302440621,-0.705975586,-2.539862945,-1.720493561,-1.493371588,-0.552937394,-0.349729265,-0.219280727,-0.475301275,LumB
-1.030153156,0.590089124,-0.047169492,-0.145032132,0.124609937,1.273859996,-0.830916099,-0.070461559,-0.340779775,-0.340367288,-0.309794143,-0.51742453,1.637195139,1.070818232,-1.390714473,0.914104729,-0.261135567,0.215661014,0.064478694,0.603457549,0.518612349,-0.544755948,-1.49627702,0.47435622,1.178537278,-0.279232098,0.069373415,1.044169876,0.016727495,-0.585990895,0.810594164,0.13034133,-1.157189224,-0.678773932,-0.255139546,-0.051619145,0.236932897,-0.346817094,-0.35282078,-1.997237139,-2.048930847,-0.063960094,0.772753953,0.344084147,0.426624624,0.79006343,-0.163170025,-0.012465454,-0.807923693,0.62051185,LumA
-0.918296582,1.137638114,-0.664958998,-0.859765836,1.095010575,2.329632877,-0.058535234,-0.604531232,-0.905942668,-0.749478118,-1.001490683,-1.711455849,-0.404967359,0.493465912,-0.194680373,0.936948445,-1.038199659,0.356105519,-0.75893088,-0.402667999,0.622273154,-0.500684848,0.273502454,1.027513131,0.552864731,-0.857076803,-0.081154627,0.486577884,0.139163305,-0.255308456,0.832582892,0.166595494,-0.792735177,-1.049569495,-0.413268329,-0.822670997,-0.56370245,0.236013473,-0.943563428,-0.900814454,0.85660448,-0.924643528,0.779535304,-0.592772263,0.345853022,1.04055645,-0.804486054,-0.596005165,-1.900655594,1.632338621,LumA
-0.593912517,0.954356608,-0.398050959,0.206477553,1.171449696,0.904437178,0.116998153,0.39469088,0.224724503,-0.327050216,-0.516993967,-0.466722563,0.929847131,0.431201819,-0.92756092,0.469324143,-0.530412157,-0.482793295,2.055862253,0.698962909,0.361712305,0.651872454,-0.487625256,0.004972369,0.037041829,2.130132776,0.069979466,-0.084316916,0.199473118,0.541737195,1.172806913,1.057969582,0.480496634,-0.168314712,0.055601899,-0.586294427,0.025863886,-0.398067382,-0.10045848,0.078736577,-0.097021013,1.034983878,1.872057031,1.147905279,-0.693115479,1.199327779,0.05409789,-0.360287089,-0.876476291,-0.043397965,LumA
-0.617423389,0.646132798,0.60885979,0.455068454,0.270373125,-0.336227067,0.743393658,-1.954328935,-1.121100574,-1.049717561,-0.816548804,-0.55049604,0.793487626,0.743637461,0.020744493,0.191730808,-0.532796497,0.996309509,-0.421975712,-0.10201957,0.535184731,-0.013477295,-0.46216764,0.942466494,1.107312451,0.453448777,-0.918339017,0.516436224,1.877344727,0.648056449,0.542048241,-1.021672506,0.702230068,-1.207950372,-1.102031173,-0.849555343,-0.993994147,-0.196380522,0.211170184,1.073169629,0.770645033,-1.444348547,0.653520686,-0.162056337,1.071908003,1.390467031,-1.235578157,-0.539256863,-0.36801538,0.204477785,LumA
1.685862412,-0.868882823,-0.039395472,0.489693473,-0.186217045,-1.477453076,1.722667309,-0.195694908,0.435444403,0.878923076,-0.020981856,-0.512354333,0.196851931,0.960043906,0.426226808,-0.684236634,0.05121297,-0.171758567,1.5146213,0.225305197,-0.097494678,0.072652289,-0.542891791,-0.466887881,0.950254694,0.239699628,-0.362665548,0.033323276,-0.81101373,-0.179978226,-0.07951983,0.799973368,1.258778857,0.615347228,0.599608373,-0.19169687,-0.620685524,-1.342640915,-0.457408482,1.05132446,1.50227245,-0.617987612,0.938534941,0.604621042,-0.598224134,0.497695824,0.472432547,0.011362968,-0.317475327,-0.041263505,Her2
-0.639884669,0.624849975,-0.371647304,-1.370574514,0.165037617,0.732605437,-1.034638982,0.332540913,-0.08892298,-0.358008084,-0.260873036,-0.140386267,-0.792750581,-0.070101573,-0.02176575,0.877917283,-0.391505124,0.526460229,0.309406787,1.289426324,0.684336167,-1.218517394,-0.948513143,1.852437206,-0.070579461,-1.083385156,0.725045381,0.062139076,0.653393706,-0.580743022,0.613382765,0.038635917,-1.267167491,0.062015845,0.323885934,0.030502982,-0.131742956,0.190906752,-0.360077886,-2.096973988,0.201568756,-0.047360486,-0.002097692,0.253119855,0.978795524,0.859628058,0.255555964,-0.056603022,-0.246824181,1.628812122,LumA
-0.782329368,1.04785018,0.08085672,-0.214561082,0.921414169,0.459330242,-1.37738476,0.072817838,-0.313725013,-0.137671074,0.0601669,0.234923519,0.157723523,-0.292548563,-0.165745662,1.007573339,-0.035161668,0.004012951,-1.061599696,1.730705887,0.666169574,-1.058437124,-0.898748254,0.380748316,-0.56246818,-0.719471617,0.946405691,0.410430776,0.436766869,-0.207679025,0.310694189,-1.389186509,0.28209982,-0.107126003,0.279589816,0.545419004,-1.026979471,0.42468567,-0.759503301,-0.54330461,0.165629577,0.404073965,0.130303248,-0.648715302,-1.299930897,1.261196537,-0.106191984,0.097585194,0.154086099,-0.014443553,LumA
-0.873673905,-0.605684152,-0.025808445,-1.353122549,1.148877802,0.217830036,-1.644279284,-0.654313433,-0.532467462,-0.757001399,-0.502232622,-1.905621335,0.504502185,-0.733260628,-0.064375084,0.948260928,-0.606095723,0.182061099,-1.357823036,-1.616543159,0.388665597,-1.271206613,-0.038941021,1.09041368,1.49653178,-0.766796152,-0.180092534,0.312640542,0.882107556,-1.439866363,0.641598769,0.152937241,-1.584782452,-0.282850359,-0.364459022,-1.309086674,0.498499102,-0.567177167,-1.552519989,-0.623244275,-1.411746879,-0.736181813,-0.259591513,0.392067812,-0.160929018,0.508585731,-0.529613965,-1.034301483,-1.088692049,-0.256936752,LumA
0.41720494,0.013944414,-0.048430144,-0.333656803,0.805665058,-0.43448274,-0.120178529,-0.216385635,-0.150542976,-0.872185425,-0.342099077,-1.076413714,1.011566125,1.070880187,-0.426257149,0.943854685,0.140202692,0.423383854,2.319589651,-0.536375503,0.56543767,-0.417754805,-0.090556463,0.349828699,0.234292507,-0.180639318,-0.449103644,1.830828715,1.244310883,0.004893054,0.288404834,-0.5458366,0.210336749,-0.62285123,-0.588697671,0.122321103,-0.07865141,0.644399052,0.006690554,-0.078753438,0.199271005,-1.02773583,0.773148984,0.032531445,0.155959154,0.264556236,-0.093434538,0.222372804,0.505855358,-0.568011075,LumA
-0.145586569,0.26228774,0.207412171,-1.054526586,0.571604326,-0.369030374,-1.193756799,-0.442739079,-0.849699487,-0.783030222,-0.445505777,-0.516963603,0.252188746,0.761449329,-0.186653963,0.167137094,-1.806957018,1.422745814,-0.741653423,0.712239987,0.48606078,-0.281516277,-0.744552123,1.177795208,1.09881169,-1.083385156,-0.407589116,0.268186644,1.312668267,0.027810981,0.092095317,-1.339840563,-2.38E-04,-0.898286279,-0.791707615,-0.776908846,-1.131031489,0.446188157,0.194023493,0.259095753,1.191192344,-0.766635229,1.125186688,1.555955935,-0.382620104,0.751533781,-0.82765295,-0.458900094,-1.313149341,-1.884044775,LumA
-0.01501726,-0.235120363,1.342139025,0.378726065,0.00646188,0.277678075,0.318796452,-0.894123628,-1.089863846,-1.015387187,-0.981551274,-0.590942382,-0.835128408,0.195155854,-0.759501779,0.19004331,-0.648629272,0.891898558,-1.357823036,-0.597669987,-0.002546423,1.098982532,1.169870625,0.892089451,0.97881065,-0.605286009,-0.260242845,-0.017761175,-0.066597745,1.154941212,-0.153731785,2.154154523,-1.521714347,-0.756218575,-0.997392042,-0.917721116,-1.458660998,-0.934740355,0.07862128,1.454163029,-0.677468212,-0.397325154,1.244354118,1.669964515,0.08088548,0.692582411,-0.766213716,-1.818219889,-0.952111491,-0.543882398,LumA
0.55251241,0.212114059,0.305182736,-1.408546486,0.400134258,-0.893574785,-1.515671785,0.787581343,0.424520083,0.173118257,0.36080372,-0.154790235,-0.667860748,1.761856733,-0.71520789,-1.11595474,0.23519172,0.098610843,-0.345256642,-1.935070844,0.715664272,-0.436384392,-1.49627702,1.954181851,0.766209083,-0.855377974,-0.11638137,0.759139492,0.327388792,-1.613179035,0.5931978,-0.542563654,0.673373211,0.635896103,0.828861677,0.163455621,1.134485796,-0.22079312,-0.165843581,-1.181388343,1.468218605,1.077418966,-0.687014139,-0.439573233,-1.761740999,1.061782967,0.951032439,0.567848256,0.799914523,-0.42017653,Her2
-0.853611694,0.660135518,0.739547379,-0.74915703,0.417962783,-0.452478284,-0.142707484,-0.91489214,-1.00272532,-1.203728634,-0.764768169,-1.555777764,-1.10591324,0.584228992,-0.432896278,0.229418251,-0.863835184,0.742897065,0.171366173,0.141610734,0.312922026,-0.160811006,0.031330002,0.540228449,1.506765706,-0.046977843,-0.702811953,0.308762294,0.352283029,-0.494618116,0.360426506,0.328228643,-0.462468687,-1.131364317,-0.987613465,-1.23012309,-0.902172641,-0.833937343,0.119673732,-0.277271411,0.627595318,-0.402567135,1.092333347,1.020100448,0.767805425,0.984849418,-1.033102617,-0.687066394,-0.841762795,0.435092251,LumA
-0.91010976,-1.466900634,0.27156535,1.63961067,-1.839635578,0.093352285,-2.052177893,0.268290761,0.657771395,1.041322175,1.721320579,1.347946923,-1.263007127,-1.928576327,1.108867977,-2.684327398,2.083209035,-1.38959848,-0.719273298,-1.725366324,-0.786787123,3.091367789,1.620555459,-0.707027885,1.755846269,-0.840513216,1.713060839,-2.040330109,-1.237503686,0.867570334,-0.902250399,-1.243162791,-1.708407312,0.733946859,1.057028473,1.886037023,0.371653854,-2.091671155,-0.531473651,-1.127116751,-0.08889051,-0.780239419,-1.638905131,-2.983996103,0.529993373,0.7083514,0.98335652,0.775632091,1.400536707,-1.518495325,Basal
-0.803141288,-0.029342683,-0.756146158,-0.898295632,-0.231660702,1.298488184,-0.1449717,0.197195555,-0.487831371,0.875637045,0.295343724,-0.443676214,0.69691415,-0.842950754,0.697142899,0.191074559,-0.185990401,-0.743663664,0.99343294,1.285353601,0.268766083,-0.438087373,-0.87058983,0.044665517,0.459356355,-0.624094478,0.124902883,0.377695026,-1.237503686,-1.124993972,0.148527324,0.423773472,-0.696901034,0.24855841,0.243149991,-0.204698316,-0.131001713,0.186622422,-0.957366159,-0.220269174,-1.268991747,0.057229525,0.211876974,-0.329885457,0.38173607,-1.501721355,0.402227461,-1.458740657,0.151200594,1.866665191,LumB
-0.908670319,-0.090075793,0.492039374,1.057679254,0.227301152,-0.388619809,1.23059645,-0.668236892,-0.60654801,-0.609735336,-0.370076076,-1.149009712,0.108208582,0.97680255,-0.676562214,0.158855857,-0.836761388,0.779558655,-0.113398543,1.019323319,0.681815089,0.33795618,-0.109362089,0.183485402,0.924917473,1.204028033,-0.257061075,-0.779857776,-0.930631324,1.042012296,0.373052846,0.537004794,1.387876569,-0.648837828,-0.748832316,-1.001165424,-1.206452988,0.00910565,0.009963366,0.890762468,0.785727705,-0.515020119,1.183716989,0.371676649,-0.847293068,0.983290124,-0.741403223,-0.561105693,-0.802502442,-0.484581535,LumA
-0.576039455,1.085955943,0.610960877,-0.200416224,0.724836957,0.871736703,0.536614082,-1.039114288,-1.415033073,-0.636196531,-0.55509524,-1.064314381,0.302264598,0.220588103,0.386788401,0.1296684,-0.858605018,-0.355459037,0.462665885,0.378113773,0.199325208,-0.02524335,0.704431377,-0.412760862,1.050448135,1.318152969,-0.151456601,0.007218079,0.900645151,-0.572372997,0.800501682,1.51284605,0.566593364,-0.650326048,-0.64369172,-0.967670173,-0.973609958,1.965104433,-0.13823812,0.823520307,-0.062672585,-0.126988681,0.72153171,0.359699684,0.964509012,1.139445863,-0.831566277,-0.521293899,-0.790785544,0.594527122,LumA
-0.033190204,0.903494269,1.741485557,0.500332,0.896416069,-0.199872257,0.813754186,-0.451062041,-0.396169494,-0.411276373,-0.489171536,-0.943205819,-0.594303983,0.277183376,-0.506719427,-0.430393263,-0.919367231,0.542867664,0.399464411,0.598040827,0.270768115,0.533076587,0.92584762,-0.473468028,1.217987413,1.657372808,-0.624782822,0.440372519,-0.104800222,0.666324361,-0.04967185,1.214882137,0.249712855,-0.502935098,-0.350167256,-1.112963168,-1.353775081,-0.253289359,-0.52627984,1.037671229,-0.383061528,-0.631966229,2.277292129,1.480607179,-1.369112079,0.93588256,-0.684659981,-0.233153295,-1.347862838,-0.340737502,LumA
-0.224216043,-0.131756021,0.187731993,0.2401463,1.082825023,0.63774321,0.249851058,-1.369154722,-1.243572449,-1.662043452,-1.479186361,-0.317497456,0.098673088,1.171091301,-0.427248064,0.90710474,-1.694123897,0.83773047,0.620938132,0.669272757,0.447985084,0.266224531,0.206432389,0.793670257,0.461006989,2.614845224,-1.237273619,0.332323693,0.85329913,0.969073501,0.730927974,0.954053566,2.443639505,-1.773473706,-1.642945276,-1.056182842,-0.903747783,0.67083256,-0.519591919,2.257928716,-0.022844904,-0.367745401,1.02122792,0.937019728,-1.160484536,0.688684177,-1.883781641,-1.187389926,-0.869306249,-0.801966435,LumA
-0.124354812,1.322690456,0.913237207,0.901687368,-0.219856801,-0.428210007,0.418874823,-2.872266047,-2.2061075,-2.928548889,-2.648346724,-1.364377839,-0.900348869,0.876033846,-0.501764853,-0.495893166,-2.140380044,1.969293965,0.153730634,0.900399801,-0.029833388,0.736453874,1.017224958,0.214617282,1.226983365,0.400239011,-2.907021258,0.720940833,0.504153535,1.579354653,-0.044260562,-0.857081118,1.735177607,-2.477630392,-2.898698428,-2.592557095,-2.49325124,0.254525012,0.146852305,2.154505494,0.262547526,-2.628037886,1.682113366,0.820358022,-0.228859436,1.103506654,-2.92527449,-1.980253155,-3.133553074,-0.235499351,Normal
-1.030153156,1.237001679,-0.337119447,-0.760393227,0.842794189,-0.292369355,-0.62628753,0.088841484,-0.35708091,0.107916489,-0.464904194,-0.441256348,-0.265010284,-0.087944417,-0.147413739,0.961354659,0.662757719,-0.989147155,0.538310709,1.250450363,0.696459588,-0.86053002,-0.383444088,-0.413680667,-0.752538602,0.738609435,-0.155926231,1.114395357,-1.237503686,-0.370230236,0.680121989,0.364545749,0.095288394,0.121830813,-0.285394631,0.13730582,0.064408534,-0.633543865,-1.158359532,0.159700235,-1.0838166,0.52176893,-0.024482734,-0.57533744,1.083943139,-0.665814075,-0.063771519,-0.160348303,0.128728633,0.323265116,LumA
-0.62489049,0.961800677,0.669231013,0.58018072,0.768426884,-0.795833271,1.362770091,-1.290203263,-0.77194905,-0.727167699,-1.221828877,-1.204090485,-0.131745463,0.659286653,-0.349857622,0.77307369,-1.063888999,0.216053537,-1.357823036,1.462069062,0.243926047,0.233919486,0.213834603,-0.348020701,1.069595481,1.635470043,-1.101972622,-0.681150107,-1.237503686,0.433690793,0.738100079,0.792861006,0.55718764,-1.508284475,-1.141730524,-1.332739022,-1.740148116,0.412802717,-0.82794777,0.847549993,-1.047523921,-1.252641797,0.785855787,0.856213114,-1.306351488,0.786140045,-1.255066525,-1.266793558,-1.18863544,0.032143353,LumA
-0.770034141,-1.083809821,-0.026228662,1.136093566,-1.839635578,-0.934861705,-1.683789863,1.115054882,0.685338235,-0.048861769,0.243717658,-0.130937264,-0.618577909,-1.928576327,0.264608612,-2.351327895,0.619685771,0.209851683,1.393858144,-2.209409481,-1.743054337,0.802715339,0.774252266,-0.127621139,2.191200798,1.461643386,0.417095463,-1.224480155,-1.237503686,-1.123133966,-2.352991049,-1.593116183,-1.502902898,0.731600052,0.839977495,0.382790748,0.648971479,-1.025842997,0.963917049,-1.447353275,-0.879375697,0.58978988,2.757912149,1.353181366,-0.410609437,-1.456929381,0.635774816,-0.122296147,0.011035015,0.85910734,Basal
-0.740525597,0.813935887,0.285012304,-0.303494387,0.402315117,1.107067007,0.606974611,-1.429982349,-1.533920404,-2.540278412,-1.449818239,-0.84007341,0.400346733,1.221924822,-0.117983571,0.457699161,-1.47699513,0.21032271,0.583250001,-0.022438558,0.475865243,-0.221550683,-0.026037161,-1.588979905,1.093529664,-0.058687632,-1.172274596,-0.202415826,1.000535237,0.116128037,0.509537564,0.895266432,-0.196857667,-1.638675381,-2.067602964,-2.164317379,-0.718992907,-1.379340648,-0.331760943,0.133622564,-0.953787473,-0.86173975,0.426905054,0.667386404,-1.108563905,0.983466173,-1.986310809,-1.778408096,-2.103340442,-0.512700724,LumA
1.169103032,-1.856648478,-0.623847736,0.754301931,-1.534151702,0.028362662,0.914851455,0.712596903,-0.407179161,-0.766167695,-0.971658855,1.040508633,-0.370577685,-1.581446265,-3.197449331,-2.015672147,0.113513467,-1.454364671,-0.761168893,-1.499289457,-3.088568612,0.473781864,1.311613031,-0.148635158,1.79356324,2.073039972,-1.045837102,-1.92932047,-1.237503686,1.590182543,-1.025722257,0.821499278,0.253527267,1.107260947,0.341604381,-0.691407811,-0.585847092,-0.718987958,0.283670095,1.397160792,-0.453997218,1.843746733,-0.388305505,0.151315651,-0.519120219,-1.411558958,-0.127480483,-1.124189621,-0.376584455,1.043506111,Basal
-0.896495046,0.975672225,-0.022796887,0.445704956,0.526133408,1.592329716,1.529076795,-1.462963057,-1.448147419,-1.661005758,-1.313565614,-0.387673587,-0.213561166,0.756121257,-0.514547653,-0.110643741,-1.502453728,-0.093803624,0.806603653,1.058258553,0.293420745,-0.142491052,0.982564588,-0.99733267,1.364563649,1.250806516,-1.337120604,0.790123775,1.142949063,-0.086579369,0.628457068,2.325354743,0.098344662,-0.815117716,-1.565803169,-1.509103269,-0.971478884,-0.219338064,-0.001206885,1.064363295,-0.318960172,-0.360506474,0.570366838,0.93050062,-1.038243137,0.955801282,-1.469673378,-1.86184423,-1.526326934,-0.575620888,LumA
-1.030153156,-0.102766783,-0.448407002,0.166672727,0.626153071,-0.099868446,-0.682666522,-0.759867255,-0.671155124,-0.728378342,-0.722107109,0.507216127,0.065269844,1.36912829,-0.290799103,0.463292902,-1.566907822,-0.881439016,-1.357823036,-1.287630031,0.422329406,-0.541040352,0.235291022,0.587846075,1.567591543,-0.007358713,0.072479428,0.171522353,-0.366612449,-0.447420472,0.696828268,1.003210688,0.058589485,-0.621820924,-0.835335112,-0.937774193,-1.158179523,-0.310440706,-0.174025612,-0.558596228,-1.124704781,1.400050444,-0.177556918,-0.15659848,-1.957138232,1.42650684,-0.442503306,-0.398045972,-0.602965417,0.388041332,LumA
-0.539723554,1.161511605,0.763359694,0.218590333,0.990083979,0.128366473,0.911115497,-0.044948181,-1.057346923,-0.649167705,-0.55014903,-0.827858845,0.133314204,1.269257924,-1.183514199,0.620323918,-0.998665764,0.533761145,-1.357823036,-0.134275538,0.482316238,0.050513529,1.13596048,0.371621015,1.332293768,1.945081711,-0.316832904,1.093627964,1.191704192,0.106196935,0.540759839,1.704250414,0.453274525,-0.658969167,-0.585020258,-0.485735221,-0.47660637,0.161563133,-0.633357726,0.792049611,0.502809775,-0.402317517,1.327771318,1.539430755,1.22275022,0.728924019,-0.809573379,-0.595345301,-0.86528403,0.28632968,LumA
-0.500648724,0.666858136,0.413248625,1.202992768,0.241449478,1.188149789,0.320721036,-0.252166592,-0.210882777,-0.213249782,-0.032574536,-0.733253584,0.684167921,-0.085497221,-0.381566894,1.132510653,-0.496185341,0.031175499,-0.227000059,0.410654831,0.453027241,-0.109979586,-0.071750837,0.257918897,0.880185311,2.141357185,0.238461783,1.372278005,1.606013194,0.933301606,0.755536452,-0.271979188,1.570778814,0.548491838,-0.341057299,0.08911967,-1.229431529,-0.357002482,-0.574091361,1.310394511,0.374783815,-0.856997005,0.993707486,0.102801361,0.727002703,0.78993768,-0.530944496,-0.005793496,0.012521487,0.863561865,LumA
-0.3853135,0.951864321,-1.574449364,0.367928159,1.08675057,0.586790112,0.859547966,-1.71833019,-1.529653092,-1.763045661,-1.646507367,-0.254119997,-0.102287942,0.869807437,-0.851359576,-0.443299494,-1.358624187,0.629929126,-0.624650128,-0.25682378,0.047281946,0.251723385,1.285455205,0.697090673,1.919341496,0.946958733,-2.218546754,0.406427423,0.493005926,1.263950831,0.413208041,1.742203993,-0.361564456,-0.975387487,-1.542735756,-2.096959606,-1.366005594,0.924497236,-0.299530855,0.375626077,-0.304113167,-0.60875174,-1.022789769,-0.082310974,-1.007307558,0.965836092,-1.967526839,-1.847253904,-1.624871293,-0.376559307,LumA
-1.030153156,1.085168905,-3.240891207,-0.175393771,0.79178934,2.25281761,1.523246438,0.964152586,-0.092507523,-0.229593461,-0.227486119,1.979993032,1.134386389,-0.83808734,-2.19414815,0.322105613,0.249036275,-0.155586645,0.257842978,1.319727385,0.290788442,-0.99387864,0.147164657,1.335506483,0.1868368,0.837930286,0.352475221,0.196668413,0.167971731,0.854982081,1.107055464,1.703180413,0.382672363,1.208860533,0.083098923,0.042476065,0.329588301,1.525596833,-1.544053365,0.404434393,-1.331384518,2.103224815,-1.883033765,-0.826474691,1.132111475,0.679479313,-0.141411927,-0.378616643,1.085666932,1.145588973,LumA
-1.030153156,1.065525745,-2.588083591,0.3418299,0.51591063,1.845295654,0.488556086,0.803760558,0.016223604,0.157379899,-0.265819246,1.963169198,-0.489645645,0.12734685,-1.185694211,-0.079706287,0.446551922,0.407996977,0.34029136,0.646180416,0.119429273,-0.228001371,0.102801385,-0.150616278,-0.050606798,1.501262516,0.436564867,0.213766066,-0.101950693,1.348448232,1.029751344,1.855498256,0.925361331,0.604242823,0.372193775,0.414963818,0.515362386,0.87049851,-0.261039735,0.915406549,-0.554155586,2.249251442,-1.822396637,-0.865210319,0.72069329,0.883419865,0.03985338,-0.916259149,0.978116301,-0.19763589,LumA
